Type,Stage,Dana\miR-8-RA,Dmel\mir-10-RA,Dmel\bft-RA,Dana\miR-276a-RB,Dana\miR-184-RB,Dana\miR-275-RA,Dana\miR-31a-RA,aae.miR.263a.5p,Dana\bantam-RA,Dana\miR-10-RA,Dana\miR-92b-RA,Dmel\mir-33-RA,Dmel\mir-10-RB,ame.miR.317,hme.miR.8,dvi.miR.8.5p,Dmel\mir-14-RA,Dana\miR-9a-RA,aga.miR.11,Dvir\miR-305-RA,aae.miR.305.5p,Dana\miR-9c-RA,Dmel\mir-995-RB,Dana\miR-276b-RB,Dana\miR-277-RA,aae.bantam.3p,Dvir\miR-315a-RA,Dana\miR-11-RA,Dmel\mir-252-RA,Dvir\miR-283-RA,Dper\miR-31b-RA,hme.miR.277,aae.miR.2b,bfl.miR.184.3p,Dvir\mir-375-RB,bfl.miR.9.5p,Dmel\mir-999-RA,Dana\miR-14-RA,Dvir\miR-31b-RA,hme.miR.305,Dmel\mir-375-RA,Dana\let-7-RA,isc.miR.263a,Dana\miR-279-RA,Dana\miR-125-RA,Dmel\mir-190-RA,Dana\miR-316-RA,Dana\miR-281-1-RA,api.miR.275,Dmel\mir-958-RA,aae.miR.276.3p,aae.miR.13.3p,Dmel\mir-996-RA,hme.let.7,cqu.bantam.3p,Dmel\mir-970-RA,dvi.miR.34.3p,Dana\miR-305-RA,Dana\miR-286-RA,Dvir\mir-998-RA,Dmel\mir-998-RA,tca.miR.283.5p,Dvir\mir-996-RA,aga.miR.92a,Dana\miR-281-1-RB,isc.miR.10_,Dana\miR-1-RA,Dmel\mir-283-RA,Dana\miR-2b-RA,Dmel\mir-957-RA,dme.miR.281.1.5p,Dana\miR-9b-RA,Dmel\mir-927-RA,dvi.miR.9b.3p,tur.miR.317.3p,Dana\miR-278-RA,Dmel\mir-988-RA,tur.miR.10.5p,tur.miR.190.5p,Dana\miR-315-RA,Dana\miR-13b-2-RA,der.miR.2a,bma.miR.34,aae.miR.317,dvi.miR.306.5p,mse.miR.317,Dana\miR-100-RA,Dana\miR-31b-RA,dwi.miR.306,dvi.miR.1000.5p,dme.miR.263a.3p,Dmel\mir-981-RA,Dvir\miR-125-RA,dvi.miR.993.3p,mse.miR.2779,cqu.miR.275,aae.miR.252.5p,dvi.miR.996.3p,cel.miR.39.3p,str.miR.34a.5p,lmi.miR.276.5p,dme.miR.34.5p,lmi.miR.8.3p,gma.miR166a.3p,aga.miR.1000,cqu.miR.281.3p,aae.miR.92a.3p,dme.miR.iab.4.5p,dme.miR.124.5p,dya.miR.184.5p,mse.let.7a,dvi.miR.34.5p,dsi.miR.980.3p,dvi.miR.965.3p,dme.miR.956.3p,dme.miR.987.5p,tca.miR.190.5p,dmo.miR.318,dme.miR.996.5p,api.miR.8,api.miR.263a,dvi.miR.125.3p,lva.miR.137.3p,dsi.miR.932.5p,sko.miR.315,tca.miR.252a.5p,api.miR.2a,nvi.miR.283,dme.miR.9a.3p,dps.miR.995.3p,dvi.miR.2a.2.5p,dvi.miR.274,aae.miR.308.3p,dps.miR.927.3p,aga.miR.92b,mse.miR.2b,bmo.miR.279a,dsi.miR.981.3p,bmo.miR.210,atr.miR166b,nvi.miR.31a,sko.miR.252a,pxy.miR.10.3p,dvi.miR.281.2.5p,dpu.miR.31,dvi.miR.282.5p,der.miR.6,aae.miR.31,api.miR.929,dpu.miR.92,dme.miR.274.5p,mse.miR.263b,isc.bantam,dme.miR.965.3p,dme.miR.100.3p,tur.miR.263a.5p,lmi.miR.210.3p,tca.miR.210.3p,ngi.miR.210,hme.miR.190,dvi.miR.929.5p
WT,Early Puparial,2819.299975,682.0691288,805.8610347,1105.63163,251.2247503,659.0098522,578.9092072,287.6341344,507.3040851,65.53689138,247.5838119,108.0145062,95.87804479,44.90490706,112.8690907,121.3646137,67.96418365,362.8801949,111.6554446,70.39147592,83.74158343,174.7650437,37.62303024,223.3108891,60.68230683,67.96418365,95.87804479,58.25501456,69.17782979,32.76844569,7.28187682,32.76844569,43.69126092,7.28187682,13.3501075,57.04136842,16.99104591,12.13646137,16.99104591,18.20469205,20.63198432,29.12750728,33.98209183,30.34115342,30.34115342,20.63198432,13.3501075,1.213646137,18.20469205,3.64093841,6.068230683,15.77739978,14.56375364,20.63198432,4.854584547,4.854584547,0,4.854584547,4.854584547,6.068230683,9.709169093,7.28187682,8.495522956,13.3501075,4.854584547,2.427292273,1.213646137,1.213646137,4.854584547,1.213646137,0,8.495522956,3.64093841,9.709169093,0,4.854584547,9.709169093,0,0,9.709169093,1.213646137,3.64093841,4.854584547,6.068230683,2.427292273,2.427292273,8.495522956,1.213646137,3.64093841,2.427292273,1.213646137,0,2.427292273,0,0,1.213646137,3.64093841,1.213646137,0,1.213646137,1.213646137,0,0,0,3.64093841,0,0,1.213646137,2.427292273,1.213646137,1.213646137,0,1.213646137,1.213646137,0,0,0,1.213646137,1.213646137,0,1.213646137,3.64093841,1.213646137,1.213646137,1.213646137,0,2.427292273,1.213646137,0,0,0,0,0,0,0,0,1.213646137,0,0,0,0,0,0,0,0,0,0,0,0,1.213646137,0,0,1.213646137,0,0,0,0,0,0,0,0
WT,Early Puparial,2592.784817,907.9063372,699.9943472,700.7137658,182.7323373,739.562373,498.557125,431.6511904,308.6306012,108.6322163,207.1925714,145.3225674,58.99232936,39.56802579,101.4380298,68.34477182,56.11465476,296.4004841,138.8477996,97.8409365,79.85547023,153.9555913,59.71174801,202.8760595,45.323375,60.43116666,129.4953571,64.02825992,23.02139682,35.97093254,1.438837301,57.55349206,52.5175615,7.194186507,21.58255952,71.94186507,29.49616468,11.51069841,10.79127976,29.49616468,18.70488492,17.26604762,37.40976984,30.93500198,19.42430357,20.86314087,16.54662897,7.194186507,15.10779167,0.719418651,7.194186507,12.23011706,15.10779167,15.10779167,5.755349206,2.877674603,0,9.35244246,2.877674603,1.438837301,7.913605158,5.035930555,3.597093254,4.316511904,2.877674603,1.438837301,0,2.877674603,5.755349206,5.035930555,0,6.474767857,3.597093254,7.194186507,2.158255952,7.194186507,5.035930555,0,5.035930555,4.316511904,2.877674603,1.438837301,2.158255952,5.035930555,5.755349206,1.438837301,3.597093254,0,2.158255952,2.158255952,1.438837301,2.158255952,0.719418651,1.438837301,0,2.158255952,0.719418651,0.719418651,0,0.719418651,3.597093254,0,2.158255952,0,3.597093254,0,1.438837301,1.438837301,2.877674603,0,0.719418651,2.158255952,2.877674603,2.158255952,0,0,0,0,1.438837301,1.438837301,0,2.877674603,0.719418651,0.719418651,1.438837301,0.719418651,0,0.719418651,0.719418651,0,1.438837301,0,0,0,0.719418651,0,1.438837301,0,0,0,0,0,0,0,0,0.719418651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WT,Mid Puparial 1,2229.595513,442.4061998,1030.817423,994.590613,264.5654942,1070.33758,399.5926966,295.3033939,299.6945225,73.55140295,122.951599,86.72478855,40.61793894,103.1915206,103.1915206,76.84474935,42.81350321,344.7035899,186.6229627,119.6582526,66.96471015,318.3568187,92.21369922,453.3840211,57.08467094,58.18245308,124.0493811,59.28023521,40.61793894,17.56451414,2.195564267,40.61793894,69.16027441,15.36894987,18.66229627,93.31148135,32.93346401,14.27116774,10.97782134,21.95564267,12.07560347,64.76914588,27.44455334,34.03124614,100.9959563,13.1733856,14.27116774,3.293346401,28.54233547,1.097782134,12.07560347,24.15120694,24.15120694,28.54233547,6.586692801,9.880039202,25.24898907,4.391128534,2.195564267,7.684474935,5.488910668,5.488910668,6.586692801,2.195564267,0,0,0,1.097782134,8.782257068,17.56451414,2.195564267,21.95564267,6.586692801,26.3467712,3.293346401,4.391128534,4.391128534,0,2.195564267,13.1733856,2.195564267,10.97782134,1.097782134,4.391128534,14.27116774,1.097782134,17.56451414,1.097782134,9.880039202,6.586692801,8.782257068,4.391128534,1.097782134,8.782257068,1.097782134,2.195564267,1.097782134,2.195564267,1.097782134,0,5.488910668,1.097782134,2.195564267,1.097782134,0,1.097782134,0,1.097782134,1.097782134,2.195564267,8.782257068,0,2.195564267,2.195564267,0,1.097782134,2.195564267,0,0,1.097782134,0,4.391128534,1.097782134,0,1.097782134,0,1.097782134,2.195564267,1.097782134,0,1.097782134,0,0,0,0,2.195564267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.293346401,0,0,0,0,2.195564267,2.195564267,2.195564267,0,0
WT,Mid Puparial 1,1704.756547,351.8327342,849.6579175,1202.397437,322.8156015,775.3015149,493.2912563,245.7388427,330.9766701,54.40712385,87.05139816,81.61068578,38.0849867,114.2549601,87.95818356,73.4496172,28.11034732,248.4591989,134.2042388,100.6531791,50.77998226,254.8066967,96.11925214,378.1295108,32.64427431,58.03426544,79.79711498,64.38176322,64.38176322,18.13570795,1.813570795,38.0849867,61.66140703,15.41535176,19.04249335,69.82247561,31.73748891,9.974639373,12.69499557,15.41535176,20.85606414,56.22069465,27.20356193,24.48320573,56.22069465,11.78821017,14.50856636,1.813570795,20.85606414,0.906785398,22.66963494,13.60178096,14.50856636,40.80534289,9.974639373,4.533926988,12.69499557,3.62714159,1.813570795,4.533926988,6.347497783,2.720356193,6.347497783,6.347497783,0.906785398,0,1.813570795,2.720356193,2.720356193,8.161068578,0,23.57642034,5.440712385,13.60178096,5.440712385,2.720356193,5.440712385,0,4.533926988,5.440712385,3.62714159,8.161068578,0,4.533926988,8.161068578,1.813570795,18.13570795,0.906785398,3.62714159,7.25428318,0.906785398,1.813570795,4.533926988,2.720356193,2.720356193,0.906785398,0,0.906785398,0.906785398,0,1.813570795,0,0,0,1.813570795,0,0,1.813570795,0,0,3.62714159,0,3.62714159,1.813570795,0,0.906785398,1.813570795,1.813570795,0,0,0.906785398,2.720356193,0,1.813570795,0.906785398,0,0,0,3.62714159,0,0.906785398,0,0.906785398,0.906785398,0,0,0,0,0.906785398,0,0,1.813570795,0,0,0.906785398,0,0,0,0,0,0,2.720356193,0,0,0,0,0.906785398,0,0,0,0
WT,Mid Puparial 1,1869.345127,360.6392266,1172.872547,1529.059437,419.7916924,897.4637544,482.7604462,256.3273515,363.1834187,58.51641772,75.68971423,78.2339063,40.7070732,172.3690131,85.23043451,96.04325083,34.34659301,299.5786168,124.0293637,110.6723553,52.79198555,252.5110634,120.8491236,438.8731329,50.24779348,55.33617763,72.50947414,56.60827367,66.78504197,15.26515245,1.908144056,29.89425688,78.86995432,24.16982471,13.35700839,66.78504197,41.97916924,7.632576225,12.72096037,20.98958462,12.08491236,54.70012961,22.89772867,38.16288112,64.87689791,6.360480187,11.44886434,3.180240094,29.89425688,0.636048019,17.80934452,16.53724849,16.53724849,26.71401679,6.996528206,7.632576225,15.90120047,1.908144056,3.816288112,5.08838415,10.81281632,6.996528206,13.99305641,5.724432169,0,0,1.272096037,3.180240094,3.816288112,15.90120047,0,17.17329651,9.540720281,14.62910443,6.996528206,0.636048019,8.904672262,0,1.272096037,12.08491236,10.1767683,5.08838415,1.272096037,1.908144056,9.540720281,3.816288112,13.35700839,0,12.72096037,8.268624244,2.544192075,1.908144056,1.908144056,3.816288112,3.816288112,1.908144056,2.544192075,0.636048019,1.908144056,1.272096037,4.452336131,0.636048019,0.636048019,0,1.908144056,1.908144056,0,0,0.636048019,1.272096037,4.452336131,0.636048019,1.908144056,1.272096037,0,0.636048019,0.636048019,0.636048019,1.908144056,0,0,5.08838415,0.636048019,0.636048019,1.272096037,0.636048019,1.272096037,0,1.908144056,0,0.636048019,0,0,0,0,1.272096037,0.636048019,0,1.908144056,0,0.636048019,1.272096037,0,0,0.636048019,0,1.908144056,0,0,0,0,0,0,0,0,0,0,0.636048019,0.636048019,0,0
WT,Mid Puparial 2,2183.28385,206.5529372,1965.148505,1938.122887,490.3219256,972.9222461,233.5785551,335.889823,339.7506256,32.81682179,185.3185231,81.07685384,23.16481538,23.16481538,113.8936756,96.52006409,75.28564999,241.3001602,42.4688282,86.86805768,54.05123589,241.3001602,27.02561795,343.6114282,90.72886025,48.26003205,19.30401282,28.95601923,79.14645256,19.30401282,1.930401282,27.02561795,61.77284102,21.2344141,5.791203846,73.35524871,32.81682179,19.30401282,5.791203846,17.37361154,7.721605128,146.7104974,13.51280897,36.67762436,106.1720705,13.51280897,9.652006409,0,17.37361154,0,36.67762436,15.44321026,23.16481538,69.49444615,3.860802564,13.51280897,0,5.791203846,3.860802564,5.791203846,0,1.930401282,13.51280897,15.44321026,0,1.930401282,5.791203846,7.721605128,11.58240769,27.02561795,0,13.51280897,7.721605128,13.51280897,0,5.791203846,7.721605128,0,0,3.860802564,3.860802564,7.721605128,1.930401282,7.721605128,21.2344141,0,9.652006409,1.930401282,11.58240769,5.791203846,0,7.721605128,11.58240769,3.860802564,0,1.930401282,3.860802564,1.930401282,0,0,3.860802564,0,3.860802564,0,1.930401282,0,3.860802564,1.930401282,0,0,1.930401282,0,0,0,0,0,0,1.930401282,0,0,0,11.58240769,0,0,0,1.930401282,0,0,1.930401282,0,0,0,0,0,0,1.930401282,0,0,3.860802564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WT,Mid Puparial 2,1929.639326,591.9495075,4282.92879,1494.382335,734.1334578,1079.437337,658.6889128,1273.852126,545.5220952,63.83769199,118.9702442,84.14968489,52.2308389,23.21370618,69.64111853,171.2010831,37.72227254,156.6925167,69.64111853,46.42741235,46.42741235,246.6456281,58.03426544,237.9404883,66.73940526,69.64111853,11.60685309,37.72227254,69.64111853,23.21370618,5.803426544,63.83769199,81.24797162,26.11541945,8.705139816,29.01713272,8.705139816,2.901713272,2.901713272,11.60685309,2.901713272,255.3507679,34.82055926,20.3119929,179.9062229,20.3119929,14.50856636,2.901713272,26.11541945,0,23.21370618,14.50856636,37.72227254,66.73940526,20.3119929,5.803426544,0,5.803426544,0,2.901713272,2.901713272,2.901713272,8.705139816,14.50856636,0,2.901713272,0,8.705139816,29.01713272,26.11541945,0,8.705139816,17.41027963,11.60685309,0,8.705139816,14.50856636,0,8.705139816,0,8.705139816,11.60685309,0,8.705139816,0,0,40.62398581,0,2.901713272,5.803426544,0,2.901713272,20.3119929,2.901713272,2.901713272,0,0,0,0,0,2.901713272,0,2.901713272,0,2.901713272,0,0,0,2.901713272,0,14.50856636,2.901713272,5.803426544,0,0,2.901713272,0,0,0,0,5.803426544,2.901713272,0,8.705139816,0,0,0,0,0,0,0,2.901713272,0,0,0,0,0,0,2.901713272,0,0,0,0,0,0,0,0,2.901713272,0,0,2.901713272,5.803426544,0,0,0,0,0,0,0,0,0
WT,Mid Puparial 2,894.0477662,849.5923524,6697.949011,1091.627383,844.652862,3531.735651,543.3439463,1121.264326,24.69745211,123.4872605,192.6401264,64.21337547,44.45541379,54.33439463,19.75796168,197.5796168,19.75796168,138.3057318,182.7611456,9.878980842,44.45541379,79.03184674,98.78980842,118.5477701,128.4267509,4.939490421,0,64.21337547,143.2452222,4.939490421,4.939490421,74.09235632,49.39490421,39.51592337,4.939490421,19.75796168,4.939490421,4.939490421,14.81847126,4.939490421,0,380.3407624,39.51592337,14.81847126,311.1878965,69.1528659,4.939490421,0,34.57643295,0,24.69745211,39.51592337,14.81847126,380.3407624,0,9.878980842,0,0,0,0,4.939490421,0,24.69745211,9.878980842,0,79.03184674,0,0,14.81847126,9.878980842,0,9.878980842,24.69745211,0,4.939490421,9.878980842,4.939490421,0,24.69745211,0,24.69745211,4.939490421,0,29.63694253,0,4.939490421,14.81847126,0,0,0,4.939490421,4.939490421,29.63694253,0,4.939490421,0,0,0,14.81847126,0,4.939490421,0,0,98.78980842,4.939490421,0,0,4.939490421,0,0,14.81847126,0,9.878980842,0,0,0,0,0,0,0,0,0,0,0,0,4.939490421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.939490421,0,0,0,0,0,0
WT,Late Puparial,2848.245745,305.2989909,643.308588,2340.625597,500.351124,201.1096528,1651.27986,314.9910224,1175.158814,41.1911337,26.65308651,56.94068481,32.71060617,27.86459044,88.43978705,243.5122904,305.2989909,75.1132438,117.5158814,67.8442202,19.38406292,100.5548264,52.09466909,276.2228965,1691.259489,186.5716056,10.90353539,58.15218875,78.7477556,16.96105505,2.423007864,558.5033128,65.42121234,30.28759831,4.846015729,8.480527526,66.63271627,54.51767695,3.634511797,13.32654325,8.480527526,112.6698657,60.57519661,30.28759831,111.4583618,9.692031458,16.96105505,3.634511797,6.057519661,0,33.9221101,16.96105505,29.07609437,15.74955112,20.59556685,25.44158258,1.211503932,1.211503932,2.423007864,2.423007864,6.057519661,0,14.53804719,3.634511797,3.634511797,23.01857471,4.846015729,6.057519661,10.90353539,42.40263763,0,3.634511797,46.03714942,9.692031458,1.211503932,9.692031458,2.423007864,0,3.634511797,0,2.423007864,8.480527526,0,1.211503932,3.634511797,1.211503932,9.692031458,0,0,2.423007864,0,6.057519661,18.17255898,1.211503932,1.211503932,0,1.211503932,2.423007864,1.211503932,0,3.634511797,0,1.211503932,7.269023593,4.846015729,2.423007864,0,0,1.211503932,2.423007864,8.480527526,0,2.423007864,1.211503932,0,10.90353539,0,0,0,0,1.211503932,0,0,0,0,1.211503932,0,2.423007864,0,0,1.211503932,26.65308651,1.211503932,4.846015729,0,1.211503932,1.211503932,3.634511797,2.423007864,10.90353539,1.211503932,0,0,0,0,0,1.211503932,1.211503932,2.423007864,0,10.90353539,2.423007864,2.423007864,1.211503932,0,0,1.211503932,2.423007864,2.423007864,0,1.211503932
WT,Late Puparial,3194.271406,557.9035675,1394.758919,1580.726775,415.6928542,486.7982109,2094.8732,793.0982087,634.478567,32.81785691,16.40892846,38.28749973,32.81785691,16.40892846,71.10535664,180.498213,371.9357117,114.8624992,98.45357074,76.57499946,43.75714255,49.22678537,60.16607101,224.2553556,1039.232136,87.5142851,0,60.16607101,49.22678537,27.34821409,0,574.312496,120.332142,10.93928564,5.469642819,0,38.28749973,27.34821409,10.93928564,27.34821409,5.469642819,175.0285702,82.04464228,10.93928564,207.8464271,27.34821409,27.34821409,0,0,0,27.34821409,5.469642819,10.93928564,16.40892846,0,5.469642819,16.40892846,0,0,0,0,10.93928564,0,0,21.87857128,0,5.469642819,0,32.81785691,92.98392792,0,0,5.469642819,5.469642819,0,5.469642819,10.93928564,0,5.469642819,0,0,10.93928564,0,10.93928564,0,0,16.40892846,0,0,5.469642819,5.469642819,10.93928564,32.81785691,5.469642819,0,0,0,0,0,0,0,5.469642819,0,0,0,0,0,0,0,0,5.469642819,0,0,0,0,16.40892846,0,0,0,0,0,0,0,10.93928564,5.469642819,0,0,0,0,0,0,5.469642819,0,0,0,0,0,0,16.40892846,0,0,0,0,0,0,0,0,0,0,0,5.469642819,0,0,0,0,0,0,5.469642819,5.469642819,0,0
WT,Late Puparial,3768.063676,330.6668124,515.2250333,1473.902458,238.387702,138.4186657,1038.139992,407.5660711,943.2975734,43.5762466,12.81654312,99.96903631,53.82948109,30.75970348,92.27911044,140.9819743,397.3128366,64.08271559,135.855357,74.33595008,28.19639486,69.20933283,43.5762466,238.387702,1537.985174,176.868295,5.126617247,43.5762466,17.94316036,20.50646899,0,592.124292,53.82948109,25.63308623,2.563308623,15.37985174,82.02587595,33.3230121,2.563308623,12.81654312,5.126617247,117.9121967,38.44962935,17.94316036,76.8992587,2.563308623,17.94316036,2.563308623,5.126617247,0,38.44962935,17.94316036,38.44962935,12.81654312,23.06977761,20.50646899,5.126617247,0,5.126617247,0,5.126617247,5.126617247,5.126617247,0,7.68992587,2.563308623,2.563308623,0,10.25323449,35.88632073,0,0,38.44962935,0,0,12.81654312,2.563308623,0,0,2.563308623,10.25323449,5.126617247,0,0,0,0,7.68992587,0,0,5.126617247,0,7.68992587,10.25323449,2.563308623,2.563308623,0,5.126617247,2.563308623,7.68992587,0,0,0,2.563308623,0,0,0,0,0,2.563308623,0,15.37985174,0,2.563308623,0,0,12.81654312,2.563308623,0,0,0,0,0,0,5.126617247,0,0,2.563308623,0,0,0,0,15.37985174,0,0,0,2.563308623,2.563308623,2.563308623,5.126617247,0,2.563308623,0,0,0,0,0,0,0,0,0,7.68992587,0,0,0,0,0,7.68992587,2.563308623,2.563308623,5.126617247,0
Selection,Con_Early_Pf,9033.783782,2973.960241,854.9666588,1147.006348,372.5553038,654.0187889,397.1193898,592.608574,500.4932516,206.0653878,244.2761882,310.1215853,326.4976427,383.4726754,269.5226099,220.394438,170.5839303,167.1722517,158.6430552,180.4777983,189.3481627,75.05692935,91.43298666,35.82262537,55.95152915,111.5618904,75.05692935,66.18656497,77.78627223,71.30408288,40.59897542,26.95226099,27.29342885,19.44656806,45.37532547,23.54058239,26.95226099,38.21080039,23.19941453,51.51634696,28.99926816,0.682335721,32.41094676,29.34043602,0,21.15240736,37.52846467,37.52846467,17.39956089,24.90525383,12.28204298,15.69372159,19.78773592,0,22.5170788,11.59970726,8.529196517,15.01138587,6.823357213,6.823357213,11.94087512,10.91737154,6.482189353,6.141021492,8.188028656,3.411678607,9.211532238,12.62321084,4.776350049,3.411678607,6.823357213,2.729342885,3.070510746,6.141021492,10.57620368,4.435182189,0.682335721,3.411678607,6.141021492,5.11751791,4.094014328,4.094014328,2.047007164,6.482189353,2.388175025,4.435182189,0,1.705839303,1.705839303,1.705839303,1.705839303,1.023503582,0,1.364671443,1.023503582,4.094014328,1.364671443,2.047007164,0.341167861,0.682335721,2.388175025,1.705839303,1.023503582,0,0.682335721,1.705839303,0.682335721,2.047007164,0.682335721,0.682335721,0,1.023503582,0.341167861,0.682335721,0.341167861,1.364671443,0.341167861,0.682335721,0.341167861,1.364671443,0,0,1.364671443,0,2.047007164,1.023503582,1.023503582,1.705839303,0,1.023503582,0.682335721,0,0.341167861,0,0,0,0.341167861,0.682335721,0,0,0,0.341167861,0.341167861,0,0.341167861,0.682335721,0.341167861,0,0.341167861,0.341167861,0,0,0.341167861,0.682335721,0,0.341167861,0,0,0,1.023503582,0.341167861
Selection,Con_Early_Pf,11008.90494,4790.840901,1153.350587,608.1770656,281.5872671,610.7486388,399.8796351,820.3318559,403.7369949,303.4456395,214.7263635,358.7344636,470.5978985,223.7268698,267.4436145,129.8644474,151.7228197,171.0096189,154.294393,144.0081001,186.4390582,90.00506256,83.57612952,38.57359824,52.71725093,95.14820899,72.00405005,77.14719648,56.57461075,83.57612952,7.714719648,23.14415894,29.57309198,16.7152259,34.71623841,21.85837234,38.57359824,28.28730537,19.28679912,45.00253128,29.57309198,0,15.4294393,29.57309198,1.285786608,30.85887859,27.00151877,33.43045181,20.57258573,34.71623841,2.571573216,12.85786608,16.7152259,0,10.28629286,7.714719648,15.4294393,19.28679912,11.57207947,3.857359824,20.57258573,11.57207947,3.857359824,5.143146432,3.857359824,1.285786608,6.42893304,7.714719648,3.857359824,5.143146432,11.57207947,2.571573216,1.285786608,7.714719648,10.28629286,3.857359824,2.571573216,6.42893304,2.571573216,10.28629286,0,3.857359824,2.571573216,3.857359824,2.571573216,0,0,0,1.285786608,1.285786608,0,0,0,1.285786608,0,0,0,6.42893304,0,2.571573216,1.285786608,0,1.285786608,1.285786608,2.571573216,0,1.285786608,0,2.571573216,1.285786608,0,0,1.285786608,0,1.285786608,2.571573216,1.285786608,1.285786608,3.857359824,3.857359824,1.285786608,1.285786608,2.571573216,0,0,0,2.571573216,2.571573216,1.285786608,2.571573216,0,0,1.285786608,0,0,0,1.285786608,0,0,0,0,0,0,0,1.285786608,0,0,0,1.285786608,0,0,0,0,0,0,0,0,0,0,0,0
Selection,Con_Early_Pf,10509.63945,5371.815638,911.5314703,692.7194886,309.5208404,728.6327918,459.4681375,714.9339029,457.9871766,352.098468,168.0890688,384.6796091,526.1113807,222.8846243,257.3169666,233.251351,251.0228825,131.0650449,171.421231,146.6151349,233.9918315,55.16579572,75.15876867,14.43936935,32.5811411,106.9994293,49.61219213,52.94435428,56.27651644,67.38372363,23.3251351,12.95840839,29.98945942,18.14177175,25.91681678,21.47393391,23.69537534,33.69186182,17.77153151,45.90978973,30.7299399,0,23.69537534,21.84417414,0.37024024,21.84417414,33.69186182,38.87522517,12.21792791,41.46690685,9.256005994,23.69537534,22.95489486,0.740480479,14.06912911,8.145285274,9.996486473,10.36672671,9.996486473,3.702402397,13.32864863,6.294084076,7.404804795,2.591681678,9.996486473,3.332162158,17.40129127,9.626246233,2.961921918,4.072642637,13.32864863,2.221441438,5.183363356,6.294084076,2.591681678,5.183363356,2.591681678,7.404804795,5.923843836,2.221441438,5.183363356,4.813123117,1.110720719,1.480960959,1.110720719,1.480960959,0,0.740480479,1.480960959,1.110720719,4.072642637,2.961921918,0.37024024,1.851201199,0.37024024,1.851201199,2.221441438,1.851201199,0,1.110720719,2.591681678,1.480960959,2.591681678,0.740480479,1.851201199,1.480960959,0.37024024,4.072642637,1.110720719,0,0,0.37024024,1.110720719,2.591681678,1.110720719,0,2.221441438,1.851201199,0.37024024,0.740480479,0.37024024,0,2.221441438,0,0.37024024,0.740480479,0.37024024,0.740480479,0.37024024,0.37024024,0.37024024,0.37024024,0.740480479,0.740480479,0.37024024,0,0,0,0,0,0,0,1.480960959,0,0.37024024,0.37024024,0,0,0,0.37024024,0,0,0.37024024,1.110720719,0,0.37024024,0,0,0,0,0.37024024
Selection,Con_Mid_Pup_2,3221.069462,3440.474964,927.9658533,1242.439268,444.899097,499.4577757,536.2204906,498.9894609,347.2554531,321.7322943,429.4447073,138.6211923,190.6041394,218.7030298,139.557822,104.4342091,117.3128671,134.4063588,85.23330068,122.230173,75.16453165,52.68541938,136.2796181,107.4782555,98.34611617,59.71014196,68.13980906,52.68541938,50.81216002,44.4899097,23.88405678,44.02159486,58.30519745,21.54248259,14.28360259,26.4597884,14.51776001,25.99147356,22.94742711,23.88405678,11.94202839,2.809889034,24.35237162,29.03552001,1.639101936,13.81528775,25.05484388,7.024722584,23.41574195,1.873259356,10.06876904,13.81528775,17.32764904,0.702472258,11.70787097,15.6885471,22.94742711,3.044046453,3.512361292,9.600454198,9.600454198,8.66382452,8.429667101,13.81528775,5.619778067,2.107416775,0.936629678,4.683148389,6.322250325,3.746518711,2.575731614,5.151463228,5.151463228,5.385620648,6.322250325,5.853935487,10.06876904,4.917305809,5.151463228,4.21483355,3.746518711,5.385620648,6.322250325,8.195509681,2.107416775,7.024722584,0.468314839,1.873259356,0.702472258,3.512361292,3.278203872,0.936629678,0.234157419,0.936629678,0.234157419,2.107416775,0.936629678,0.702472258,0.936629678,3.980676131,0.702472258,3.278203872,0.468314839,0.468314839,1.873259356,1.404944517,1.639101936,1.170787097,2.575731614,1.404944517,0,3.512361292,0.468314839,2.809889034,0.234157419,0.234157419,1.404944517,0,0.702472258,0,0.234157419,0,1.873259356,1.404944517,0.936629678,1.873259356,0.234157419,0.702472258,0.234157419,1.170787097,0.468314839,0,0,0.234157419,0.936629678,0.702472258,0.702472258,0.468314839,0.234157419,0,0.468314839,0.234157419,0.468314839,0,0,0.234157419,0,0,0,0.468314839,0,0,0,0,0,0,0,0,0,0,0
