"","Con_Early_Pf_1","Con_Early_Pf_2","Con_Early_Pf_3","Con_Mid_Pup_2_1","Con_Mid_Pup_2_2","Con_Mid_Pup_2_3","Early_PF_1","Early_PF_2","Early_PF_3","Early_Pup_1","Early_Pup_2","Early_Pup_3","Fast_Early_Pf_1","Fast_Early_Pf_2","Fast_Early_Pf_3","Fast_Mid_Pup_2_1","Fast_Mid_Pup_2_2","Fast_Mid_Pup_2_3","Feed_3rd_1","Feed_3rd_2","Feed_3rd_3","Late_PF_1","Late_PF_2","Late_PF_3","Late_Pup_1","Late_Pup_2","Late_Pup_3","Mid_Pup_1_1","Mid_Pup_1_2","Mid_Pup_1_3","Mid_Pup_2_1","Mid_Pup_2_2","Mid_Pup_2_3","Slow_Early_Pf_1","Slow_Early_Pf_2","Slow_Early_Pf_3","Slow_Mid_Pup_2_1","Slow_Mid_Pup_2_2","Slow_Mid_Pup_2_3"
">FBtr0290611",101.007928374017,80.2347347477534,78.8800836656229,195.522165668188,158.19705046652,150.233059574428,124.350362087726,145.491984761081,130.598827362486,162.285955216305,148.372148460049,127.250788773086,101.631915852669,30.6087336272041,23.9291724634533,116.502910953751,91.4412869391529,122.994177017101,157.38713839754,230.905638421458,200.01647581073,154.211743431449,111.943261539486,178.845119733518,18.1052640210839,19.9574499717209,11.894720894608,83.3115054602191,51.4755430893437,46.2392960966624,104.64770688768,71.6525681523663,97.3405285108597,254.994855880178,199.283429255954,214.113201896845,81.3793172728114,49.1131119966503,141.804511647047
">FBtr0290613",85.152032640886,109.411001928755,172.768324842847,143.295144984654,120.78115056365,179.445043380567,146.770408783841,185.613729862327,148.134632351064,45.6010122095402,43.0279230534143,66.8763269464394,102.55584236042,170.534373065851,151.001329683171,124.58517719589,116.238924075194,108.815223634432,178.168352787895,223.288581546103,256.20087912835,86.2540259870815,86.0459398400525,105.68120711526,18.1052640210839,13.3049666478139,27.7543487540852,43.9278846972064,47.0633536816856,34.6794720724968,19.02685579776,37.7118779749296,53.0948337331962,118.518735831632,77.4991113773155,117.252467705415,101.022600752456,59.8776296945462,80.6818773164235
">FBtr0290615",26.1328651897892,33.3443053497157,25.1299381589595,27.2107166586479,27.5696104547463,25.0388432624047,26.5804677325066,29.1794509827238,32.0059098043275,12.0708561731136,34.1255941458114,36.224677095988,19.9568125674331,26.7219103094639,15.6777336829521,23.6554133916246,17.0483755310285,27.3686774595694,27.5045484578225,21.1101290545536,25.1706126862941,41.8201338119183,31.7451040186601,16.2586472485016,34.5645949493419,46.5673832673487,27.7543487540852,43.9278846972064,57.3584622995544,36.2207819423856,14.27014184832,18.8559389874648,35.3965558221308,14.3659073735312,22.1426032506616,35.6855336494742,16.8371001254093,22.2018177519104,23.2266010456371
">FBtr0290619",24.3710989972191,17.7141622170365,16.0552382682241,40.5966337245957,43.9800928682858,26.0821283983382,9.01424557885005,8.10540305075662,7.84819244244046,44.2598059680831,34.1255941458114,26.0074604791709,9.79362098216624,7.77364663548041,14.440017865877,23.4582849466944,40.2961603460674,15.8276688922811,5.1953035975887,5.22312471452873,2.69685135924579,28.7513419956938,19.2141419060311,20.323309060627,1127.46416858568,651.943365742882,1078.45469444445,37.8688661182814,20.5902172357375,28.5142325929418,49.9454964691199,49.0254413674085,53.0948337331962,64.6465831808902,38.7495556886578,35.6855336494742,81.3793172728114,42.3852884354653,79.459424629811
">FBtr0290632",12.0387356492287,13.546124048322,10.4708075662331,11.1915044321858,10.5027087446653,5.21642567966764,5.08495904447952,5.67378213552963,7.35768041478793,22.8005061047701,11.869771876804,17.6479196108659,8.13055326821348,11.6604699532206,9.07658265855124,11.4334498059519,1.54985232100259,7.2543482422955,6.72333406746773,4.57023412521264,4.49475226540966,7.84127508973468,17.5433469576806,4.0646618121254,23.0430632995613,13.3049666478139,7.92981392973864,15.1475464473126,14.7072980255268,18.495718438665,26.16192672192,18.8559389874648,8.8491389555327,0,0,0,2.80618335423488,3.36391178059249,3.66735805983743
">FBtr0293664",13.2132464442754,3.12602862653585,9.77275372848425,11.410945695562,13.1283859308316,13.5627067671359,20.3398361779181,20.6687777794294,10.3007525807031,2.68241248291413,1.48372148460049,0.928837874256102,1.29349711085215,11.1746170385031,19.8034530732027,6.11098179283637,1.54985232100259,18.4656137076613,58.0651578554032,38.7381749660881,115.964608447569,18.2963085427143,13.3663595868043,20.323309060627,3.29186618565161,0,0,1.51475464473126,1.47072980255268,0.770654934944374,0,0,4.42456947776635,7.18295368676558,38.7495556886578,10.1958667569926,5.61236670846975,2.69112942447399,0
">FBtr0297026",8.5152032640886,6.2520572530717,5.93345762086544,8.99709179842391,8.53345085504052,15.6492770390029,14.3303391253514,18.2371568642024,16.1868969125335,2.68241248291413,7.41860742300247,6.50186511979272,6.46748555426073,16.0331461856783,14.0274459268519,5.91385334790616,6.19940928401037,15.4979257903586,27.1989423638467,17.1927855186571,34.1601172171134,5.22751672648979,7.5185772675774,8.1293236242508,3.29186618565161,13.3049666478139,0,10.6032825131188,13.2365682229741,8.47720428438811,0,3.77118779749296,0,3.59147684338279,11.0713016253308,5.09793337849631,2.80618335423488,3.36391178059249,0
">FBtr0297109",70.7642754015639,53.1424866511094,68.0602491805153,53.5436682637911,53.1699630198679,13.5627067671359,26.8116022345284,29.9899912877995,39.7314742398548,67.0603120728533,37.0930371150124,62.2321375751589,66.5227085581103,71.4203784634763,69.3120857562095,48.2964690079003,38.7463080250648,56.0563273268288,35.1447008072177,31.1211180907337,26.519038365917,54.8889256281428,32.5805014928354,73.1639126182572,42.7942604134709,39.9148999434417,39.6490696486932,81.7967508154878,82.3608689429498,61.6523947955499,40.4320685702399,22.6271267849578,4.42456947776635,7.18295368676558,0,0,8.41855006270463,2.69112942447399,2.44490537322495
">FBtr0297121",0,0,0,0,0,1.04328513593353,0,0,0,0,2.96744296920099,0,0,0,0.412571939025056,0,0,0,0,0,0,0,1.67079494835053,0,16.4593309282581,33.2624166195348,7.92981392973864,1.51475464473126,4.41218940765803,0.770654934944374,9.51342789887999,11.3135633924789,13.2737084332991,0,0,0,28.0618335423488,7.40060591730347,13.4469795527372
">FBtr0297123",30.830908369976,28.1342576388226,30.7143688609505,17.9941835968478,17.066901710081,10.4328513593353,13.1746666152424,14.9949956438997,14.2248488019233,18.7768873803989,19.2883792998064,26.936298353427,21.9894508844865,34.9814098596618,32.5931831829794,17.7415600437185,17.0483755310285,22.4225309307315,27.8101545517983,17.4104157150958,26.9685135924579,33.9788587221836,16.7079494835053,36.5819563091286,11.5215316497806,19.9574499717209,11.894720894608,16.6623010920438,10.2951086178687,7.70654934944374,11.8917848736,7.54237559498593,4.42456947776635,17.957384216914,22.1426032506616,15.2938001354889,2.80618335423488,6.72782356118497,8.55716880628734
">FBtr0297157",29.0691421774059,36.4703339762516,20.9416151324663,34.8911608768147,19.6925788962474,13.5627067671359,31.2031577729425,21.8845882370429,31.1475137559356,52.3070434168255,60.8325808686203,91.026111677098,27.717795232546,10.6887641237856,9.90172653660135,13.6018627001842,20.1480801730337,20.7738154211189,29.3381850216774,22.6335404296245,25.1706126862941,28.7513419956938,31.7451040186601,24.3879708727524,6.58373237130322,0,3.96490696486932,84.8262601049504,58.829192102107,39.303401682163,9.51342789887999,11.3135633924789,0,3.59147684338279,0,0,0,0.672782356118497,0
">FBtr0304183",11.745107950467,12.5041145061434,13.2630229172286,5.26659032102863,3.93851577924947,10.4328513593353,10.169918088959,15.4002657964376,12.7533127189658,13.4120624145707,10.3860503922035,9.28837874256102,11.456688696119,19.9199695034185,13.6148739878269,12.2219635856727,13.9486708890233,11.5410085672883,13.7522742289113,16.7575251257797,24.7211374597531,20.9100669059592,10.0247696901032,8.1293236242508,3.29186618565161,6.65248332390696,7.92981392973864,7.57377322365628,14.7072980255268,5.39458454461061,4.75671394943999,0,0,0,11.0713016253308,10.1958667569926,0,5.38225884894798,2.44490537322495
">FBtr0304185",0.880883096285028,0,0.698053837748875,0.219441263376193,0.656419296541579,1.04328513593353,0.693403506065389,3.24216122030265,1.10365206221819,0,0,0,0.184785301550306,0.485852914717526,0,1.37989911451144,0,0.989229305767568,1.22242437590322,0.870520785754789,0.449475226540966,2.61375836324489,3.34158989670107,0,0,0,3.96490696486932,4.54426393419377,0,0,2.37835697472,3.77118779749296,4.42456947776635,0,0,0,0,3.36391178059249,1.22245268661248
">FBtr0304193",2.05539389133173,2.08401908435723,2.7922153509955,2.85273642389051,0.656419296541579,1.04328513593353,2.08021051819617,0.810540305075662,2.57518814517578,0,1.48372148460049,0.928837874256102,1.10871180930184,0.971705829435051,0,0.591385334790616,4.64955696300777,0.989229305767568,1.83363656385484,0.870520785754789,1.79790090616386,0,0,0,24.6889963923871,19.9574499717209,27.7543487540852,16.6623010920438,2.94145960510535,8.47720428438811,14.27014184832,11.3135633924789,4.42456947776635,3.59147684338279,0,0,2.80618335423488,4.03669413671098,3.66735805983743
">FBtr0304200",38.7588562365412,36.4703339762516,33.506584211946,64.9546139593531,50.5442858337016,33.3851243498729,31.8965612790079,31.6110718979508,41.0803823158993,48.2834246924543,22.2558222690074,40.8688664672685,31.967857168203,23.3209399064412,23.5166005244282,23.064028056834,29.4471940990492,31.6553377845622,38.5063678409516,36.5618730017011,25.1706126862941,28.7513419956938,29.2389115961343,24.3879708727524,34.5645949493419,19.9574499717209,39.6490696486932,74.2229775918316,64.7121113123177,72.4415638847711,14.27014184832,30.1695023799437,44.2456947776635,35.9147684338279,33.2139048759924,20.3917335139852,33.6742002508185,35.6574648742803,41.5633913448242
">FBtr0304204",4.99167087894849,2.08401908435723,3.49026918874438,5.92491411115721,7.87703155849895,6.25971081560116,4.39155553841413,6.07905228806746,4.90512027652529,5.36482496582826,2.96744296920099,3.71535149702441,3.51092072945582,5.83023497661031,1.65028775610023,6.11098179283637,6.19940928401037,6.26511893652793,5.1953035975887,7.3994266789157,5.39370271849159,2.61375836324489,5.84778231922687,16.2586472485016,13.1674647426064,0,15.8596278594773,7.57377322365628,0,3.85327467472187,4.75671394943999,3.77118779749296,4.42456947776635,0,0,10.1958667569926,11.2247334169395,2.69112942447399,8.55716880628734
">FBtr0304251",7.63432016780357,7.29406679525031,9.77275372848425,6.80267916466198,8.53345085504052,8.34628108746822,6.2406315545885,8.91594335583228,7.72556443552733,12.0708561731136,17.8046578152059,12.0748923653293,9.60883568061594,10.202911209068,8.66401071952618,9.06790846678945,12.3988185680207,5.27588963076036,11.001819383129,14.5812231613927,10.7874054369832,5.22751672648979,6.68317979340213,0,3.29186618565161,19.9574499717209,3.96490696486932,3.02950928946251,10.2951086178687,3.08261973977749,7.13507092415999,15.0847511899719,39.8211252998972,10.7744305301484,27.678254063327,10.1958667569926,16.8371001254093,13.4556471223699,23.2266010456371
">FBtr0304255",1.76176619257006,0,1.39610767549775,2.19441263376193,3.28209648270789,2.08657027186705,1.38680701213078,0.405270152537831,0.981024055305058,0,4.45116445380148,3.71535149702441,1.10871180930184,0,0.412571939025056,1.37989911451144,1.54985232100259,1.64871550961261,1.83363656385484,1.74104157150958,0.898950453081931,0,0,0,37.8564611349935,6.65248332390696,31.7192557189545,6.05901857892503,1.47072980255268,6.16523947955499,2.37835697472,11.3135633924789,8.8491389555327,7.18295368676558,5.53565081266539,0,39.2865669592883,10.0917353417775,9.77962149289982
">FBtr0304280",126.553538166282,134.419230941041,174.164432518344,63.4185251157198,63.0162524679916,30.2552689420723,100.31237387746,111.854562100441,134.890807604445,68.4015183143103,54.8976949302183,84.5242465573053,140.991185082884,167.133402662829,149.35104192707,70.5719832850135,69.7433544451166,127.280837342094,214.22987187704,196.084806991266,239.570295746335,67.9577174443673,85.2105423658772,142.263163424389,36.2105280421677,6.65248332390696,63.4385114379091,65.134449723444,58.829192102107,44.6979862267737,64.2156383174399,33.9406901774367,17.6982779110654,28.7318147470623,49.8208573139885,86.6648674344372,22.449466833879,11.4373000540145,20.7816956724121
">FBtr0304286",3.52353238514011,4.16803816871446,4.88637686424213,1.09720631688097,0.656419296541579,0,0.231134502021796,2.02635076268915,1.10365206221819,1.34120624145707,0,0,6.28270025271042,3.8868233177402,5.36343520732573,2.36554133916246,1.54985232100259,2.63794481538018,2.75045484578225,1.30578117863218,2.69685135924579,2.61375836324489,2.5061924225258,0,0,0,0,3.02950928946251,0,0,0,0,0,0,0,0,0,0,0
">FBtr0304301",349.416961526394,478.282379859985,411.851764271836,431.640965060972,483.781021551144,1579.53369580336,399.169284991642,600.205095908528,426.7454640577,438.57444095646,470.339710618357,465.347775002307,333.537469298303,386.253067200433,416.285086476282,468.377185154168,688.13443052515,449.439847920398,433.043835163717,514.47778438108,622.073713532697,444.338921751632,469.4933804865,333.302268594283,467.444998362529,791.645515544928,384.595975592324,666.492043681753,613.294327664466,674.323068076327,1201.0702722336,2794.45015794229,2964.46155010346,664.423216025816,675.349399145178,657.633405826024,3218.6923073074,2632.59735949168,3244.38943026951
">FBtr0304320",7.04706477028022,8.33607633742893,9.07469989073538,7.89988548154295,6.56419296541579,1.04328513593353,3.69815203234874,1.21581045761349,2.20730412443638,10.7296499316565,8.90232890760296,11.1460544910732,7.02184145891165,6.80194080604536,9.4891545975763,3.5483120087437,3.09970464200518,5.9353758346054,2.75045484578225,2.17630196438697,2.24737613270483,0,10.0247696901032,16.2586472485016,13.1674647426064,13.3049666478139,23.7894417892159,13.6327918025813,11.7658384204214,6.93589441449936,21.40521277248,11.3135633924789,0,0,0,5.09793337849631,16.8371001254093,13.4556471223699,13.4469795527372
">FBtr0304322",4.69804318018681,8.33607633742893,4.88637686424213,4.16938400414767,3.28209648270789,6.25971081560116,1.15567251010898,2.43162091522699,2.08467611752325,6.70603120728533,8.90232890760296,5.57302724553661,4.80441784030797,7.28779372076288,6.6011510244009,2.56266978409267,4.64955696300777,3.95691722307027,0.611212187951612,1.74104157150958,0.898950453081931,7.84127508973468,10.0247696901032,0,3.29186618565161,0,0,1.51475464473126,7.35364901276338,7.70654934944374,0,0,4.42456947776635,0,0,0,2.80618335423488,1.34556471223699,3.66735805983743
">FBtr0304338",11.4514802517054,13.546124048322,19.1964805380941,0.658323790128579,1.31283859308316,1.04328513593353,2.77361402426155,7.70013289821879,3.55621220048083,0,0,0.928837874256102,10.5327621883675,29.1511748830515,12.3771581707517,4.13969734353431,3.09970464200518,13.8492102807459,14.0578803228871,10.0109890361801,19.3274347412615,7.84127508973468,4.17698737087633,0,0,0,0,1.51475464473126,1.47072980255268,0.770654934944374,0,0,0,3.59147684338279,0,0,0,0,0
">FBtr0304381",1217.38043906591,1875.61717592151,2384.55190975016,1550.13308448943,1215.688537195,1414.69464432586,1614.24336212022,2158.87410256903,1490.66605203604,457.351328336859,400.604800842133,596.313915272418,1608.74083529697,2635.75206234258,2395.8052499185,1727.83081981325,1503.35675137251,1411.95996243224,1822.63474447171,2566.51290660156,2844.27923355123,713.556033165856,1041.74065029656,979.583496722222,162.947376189755,332.624166195348,229.96460396242,302.950928946251,276.497202879903,201.911592955426,140.32306150848,369.576404154311,318.569002399177,2068.69066178849,1062.84495603176,1830.15808288017,468.632620157224,326.97222507359,425.413534941142
">FBtr0304382",136.536879924179,166.721526748579,242.573708617734,91.2875655644963,91.898701515821,53.2075419326099,100.31237387746,97.2648366090794,92.5841452194149,40.236187243712,47.4790875072158,39.0111907187563,138.58897616273,209.402606243254,163.378487853922,128.527746094494,83.6920253341399,119.037259794031,164.416078558984,190.644052080299,169.901635632485,107.164092893041,76.0211701499493,146.327825236514,27.9808625780387,13.3049666478139,43.6139766135625,25.7508289604314,33.8267854587115,22.3489931133868,16.64849882304,41.4830657724226,13.2737084332991,96.9698747713354,110.713016253308,152.938001354889,14.0309167711744,17.4923412590809,20.7816956724121
">FBtr0304388",4.11078778266346,5.21004771089308,5.93345762086544,2.19441263376193,2.62567718616632,1.04328513593353,1.61794151415257,2.02635076268915,1.10365206221819,1.34120624145707,0,1.8576757485122,3.32613542790552,3.8868233177402,5.77600714635079,1.37989911451144,1.54985232100259,3.95691722307027,2.13924265783064,1.08815098219349,7.19160362465545,0,0.835397474175267,4.0646618121254,6.58373237130322,0,0,1.51475464473126,2.94145960510535,0.770654934944374,7.13507092415999,11.3135633924789,0,7.18295368676558,0,0,0,0,1.22245268661248
">FBtr0304447",0.587255397523352,2.08401908435723,1.39610767549775,4.38882526752386,3.93851577924947,4.17314054373411,1.15567251010898,2.43162091522699,1.22628006913132,5.36482496582826,5.93488593840198,2.78651362276831,1.10871180930184,0.485852914717526,1.23771581707517,2.36554133916246,6.19940928401037,1.31897240769009,0.916818281927418,0.652890589316091,0,0,1.67079494835053,4.0646618121254,1.64593309282581,0,0,4.54426393419377,5.8829192102107,6.93589441449936,4.75671394943999,3.77118779749296,4.42456947776635,7.18295368676558,5.53565081266539,0,2.80618335423488,5.38225884894798,12.2245268661248
">FBtr0304459",71.6451584978489,52.1004771089308,107.151264094452,51.3492556300292,51.2007051302431,55.2941122044769,59.8638360236452,53.4956601349937,63.6439355879156,25.4829185876842,43.0279230534143,37.1535149702441,58.2073699883465,83.0808484166969,63.5360786098587,137.201397671423,66.6436498031114,50.4506945941459,47.6745506602257,70.5121836461379,75.9613132854232,62.7302007178775,52.6300408730418,85.3578980546334,220.555034438658,246.141882984557,281.508394505722,27.2655836051626,14.7072980255268,19.2663733736093,40.4320685702399,26.3983145824508,13.2737084332991,17.957384216914,27.678254063327,91.7628008129335,8.41855006270463,5.38225884894798,7.33471611967486
">FBtr0304494",31.4181637674993,18.7561717592151,25.8279919967084,22.6024501277479,32.1645455305374,52.1642567966764,16.1794151415257,16.2108061015132,12.5080567051395,46.9422184509973,50.4465304764168,14.8614059880976,10.1631915852669,33.0379982007917,33.8308990000546,30.9491658540422,23.2477848150389,36.2717412114775,19.8643961084274,17.1927855186571,14.8326824758519,54.8889256281428,13.3663595868043,16.2586472485016,60.8995244345548,53.2198665912557,15.8596278594773,37.8688661182814,50.004813286791,43.9273312918293,57.0805673932799,45.2542535699156,48.6702642554299,61.0551063375074,49.8208573139885,71.3710672989483,72.9607672101068,62.5687591190202,39.1184859715993
">FBtr0304511",11.745107950467,15.6301431326792,13.9610767549775,5.04714905765244,0,2.08657027186705,19.8775671738745,14.9949956438997,17.4131769816648,10.7296499316565,16.3209363306054,17.6479196108659,11.0871180930184,9.23120537963299,10.7268704146515,9.85642224651027,12.3988185680207,8.90306375190811,16.5027290746935,13.0578117863218,25.1706126862941,0,12.530962112629,12.1939854363762,49.3779927847742,19.9574499717209,67.4034184027784,21.2065650262376,19.1194874331848,23.8903029832756,16.64849882304,3.77118779749296,0,0,5.53565081266539,0,2.80618335423488,2.01834706835549,0
">FBtr0445579",1.76176619257006,0,1.04708075662331,5.04714905765244,5.90777366887421,0,5.54722804852311,4.45797167791614,3.4335841935677,2.68241248291413,4.45116445380148,0.928837874256102,1.29349711085215,0.971705829435051,2.47543163415034,0.985642224651027,1.54985232100259,1.31897240769009,7.02894016144354,11.9696608041283,10.3379302104422,7.84127508973468,2.5061924225258,4.0646618121254,1.64593309282581,0,0,3.02950928946251,1.47072980255268,2.31196480483312,4.75671394943999,3.77118779749296,0,7.18295368676558,0,0,5.61236670846975,3.36391178059249,3.66735805983743
">FBtr0445611",20.847566612079,10.4200954217862,11.8669152417309,7.46100295479056,9.1898701515821,12.5194216312023,14.3303391253514,16.2108061015132,15.0832448503153,8.04723744874239,5.93488593840198,16.7190817366098,14.7828241240245,17.0048520151134,14.440017865877,17.1501747089279,4.64955696300777,11.8707516692108,15.8915168867419,17.6280459115345,24.2716622332121,2.61375836324489,6.68317979340213,12.1939854363762,4.93779927847742,0,0,10.6032825131188,11.7658384204214,6.16523947955499,2.37835697472,11.3135633924789,4.42456947776635,17.957384216914,0,5.09793337849631,2.80618335423488,6.05504120506647,3.66735805983743
">FBtr0445620",2.34902159009341,2.08401908435723,3.83929610761881,3.73050147739528,3.28209648270789,1.04328513593353,3.00474852628335,3.64743137284048,2.20730412443638,5.36482496582826,5.93488593840198,1.8576757485122,0.923926507751532,2.42926457358763,2.47543163415034,2.36554133916246,1.54985232100259,1.97845861153514,3.97287922168548,3.69971333945785,3.59580181232773,2.61375836324489,1.67079494835053,4.0646618121254,8.22966546412903,0,0,3.02950928946251,5.8829192102107,5.39458454461061,7.13507092415999,7.54237559498593,13.2737084332991,7.18295368676558,5.53565081266539,0,14.0309167711744,14.1284294784884,8.55716880628734
">aae-bantam-3p",46.9804318018681,38.5543530606088,49.2127955612957,29.1856880290337,21.0054174893305,12.5194216312023,31.8965612790079,28.774180830186,31.6380257835881,29.5065373120554,40.0604800842133,34.3670013474758,30.4895747558006,37.896527347967,37.1314745122551,23.6554133916246,23.2477848150389,44.185575657618,34.2278825252903,32.4268992693659,40.9022456152279,28.7513419956938,27.5681166477838,20.323309060627,128.382781240413,39.9148999434417,130.841929840687,33.3246021840876,41.1804344714749,33.1381622026081,26.16192672192,64.1101925573804,0,3.59147684338279,0,10.1958667569926,5.61236670846975,1.34556471223699,0
">aae-miR-13-3p",5.28529857771017,8.33607633742893,9.42372680960982,5.48603158440483,8.53345085504052,6.25971081560116,3.23588302830515,7.70013289821879,4.90512027652529,5.36482496582826,10.3860503922035,8.35954086830492,3.32613542790552,9.23120537963299,3.71314745122551,8.87078002185924,4.64955696300777,4.28666032499279,2.75045484578225,2.61156235726437,3.59580181232773,7.84127508973468,9.18937221592793,4.0646618121254,14.8133978354322,6.65248332390696,15.8596278594773,16.6623010920438,13.2365682229741,8.47720428438811,4.75671394943999,15.0847511899719,13.2737084332991,0,0,0,14.0309167711744,7.40060591730347,12.2245268661248
